participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,name,inter_time_interval,response_time,response_window,late_response,correct_button
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Right,9,DG-02-TA-025,540,178.7599921,220,0,1
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Left,10,DG-02-TA-025,540,344.0679908,300,1,0
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Right,10,DG-02-TA-025,540,322.4499822,150,1,0
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Left,11,DG-02-TA-025,540,417.239964,380,1,0
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Right,11,DG-02-TA-025,540,317.3639774,190,1,0
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Left,12,DG-02-TA-025,540,401.7630219,540,0,1
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Right,12,DG-02-TA-025,540,318.4460402,230,1,0
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Left,13,DG-02-TA-025,540,332.8859806,530,0,1
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Right,13,DG-02-TA-025,540,304.4700027,310,0,1
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Left,14,DG-02-TA-025,540,347.5000262,520,0,1
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Right,14,DG-02-TA-025,540,144.4370151,300,1,0
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Left,15,DG-02-TA-025,540,360.5290055,500,0,1
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Right,15,DG-02-TA-025,540,320.5649853,340,0,1
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Left,16,DG-02-TA-025,540,380.4659843,460,0,1
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Right,16,DG-02-TA-025,540,260.5000138,330,0,1
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Left,17,DG-02-TA-025,540,351.1509895,380,0,1
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Right,17,DG-02-TA-025,540,304.2159677,320,0,1
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Left,18,DG-02-TA-025,540,375.4540086,220,1,0
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Right,18,DG-02-TA-025,540,361.8050218,300,1,0
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Left,19,DG-02-TA-025,540,370.0990081,260,1,0
ADMIN-UCSF-,2017-05-02 22:32:11+00:00,2017-05-02 22:47:45+00:00,,Right,19,DG-02-TA-025,540,110.6750369,340,1,0
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,0,DG-03-TR-020,500,378.7039518,500,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,0,DG-03-TR-020,500,285.8969569,500,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,1,DG-03-TR-020,500,273.2689977,490,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,1,DG-03-TR-020,500,266.5140033,490,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,2,DG-03-TR-020,500,281.1929584,480,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,2,DG-03-TR-020,500,291.5139794,480,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,3,DG-03-TR-020,500,265.0789618,460,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,3,DG-03-TR-020,500,292.3820019,460,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,4,DG-03-TR-020,500,297.6000309,420,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,4,DG-03-TR-020,500,265.4579878,420,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,5,DG-03-TR-020,500,385.0280046,340,1,0
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,5,DG-03-TR-020,500,374.8369813,340,1,0
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,6,DG-03-TR-020,500,259.8060369,380,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,6,DG-03-TR-020,500,262.1770501,380,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,7,DG-03-TR-020,500,259.7550154,370,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,7,DG-03-TR-020,500,302.947998,370,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,8,DG-03-TR-020,500,243.5670495,360,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,8,DG-03-TR-020,500,285.3599787,360,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,9,DG-03-TR-020,500,254.8810244,340,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,9,DG-03-TR-020,500,287.7530456,340,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,10,DG-03-TR-020,500,354.7780514,300,1,0
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,10,DG-03-TR-020,500,264.0050054,300,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,11,DG-03-TR-020,500,280.3730369,340,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,11,DG-03-TR-020,500,299.0419865,220,1,0
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,12,DG-03-TR-020,500,310.8629584,330,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,12,DG-03-TR-020,500,468.5789943,260,1,0
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,13,DG-03-TR-020,500,334.0069652,320,1,0
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,13,DG-03-TR-020,500,247.5959659,300,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,14,DG-03-TR-020,500,299.0800142,360,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,14,DG-03-TR-020,500,163.6350155,290,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,15,DG-03-TR-020,500,310.1750016,350,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,15,DG-03-TR-020,500,270.5649734,280,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,16,DG-03-TR-020,500,315.1550293,340,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,16,DG-03-TR-020,500,282.6049924,260,1,0
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,17,DG-03-TR-020,500,297.8219986,320,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,17,DG-03-TR-020,500,293.3749557,300,0,1
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,18,DG-03-TR-020,500,302.3009896,280,1,0
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,18,DG-03-TR-020,500,302.1560311,290,1,0
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Left,19,DG-03-TR-020,500,323.5909939,320,1,0
ADMIN-UCSF-,2017-04-27 20:24:53+00:00,2017-04-27 20:53:37+00:00,,Right,19,DG-03-TR-020,500,274.8979926,330,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,0,DG-02-JV-016,500,420.0739861,500,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,0,DG-02-JV-016,500,384.4770193,500,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,1,DG-02-JV-016,500,363.6780381,490,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,1,DG-02-JV-016,500,301.4689684,490,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,2,DG-02-JV-016,500,295.3370214,480,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,2,DG-02-JV-016,500,307.7110052,480,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,3,DG-02-JV-016,500,303.7939668,460,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,3,DG-02-JV-016,500,283.946991,460,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,4,DG-02-JV-016,500,293.6300039,420,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,4,DG-02-JV-016,500,241.8220043,420,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,5,DG-02-JV-016,500,302.382946,340,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,5,DG-02-JV-016,500,364.4129634,340,1,0
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,6,DG-02-JV-016,500,310.3849888,180,1,0
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,6,DG-02-JV-016,500,326.407969,380,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,7,DG-02-JV-016,500,292.8630114,220,1,0
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,7,DG-02-JV-016,500,338.3129835,370,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,8,DG-02-JV-016,500,357.9409719,260,1,0
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,8,DG-02-JV-016,500,298.0539799,360,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,9,DG-02-JV-016,500,309.7160459,340,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,9,DG-02-JV-016,500,302.1689653,340,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,10,DG-02-JV-016,500,316.8260455,330,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,10,DG-02-JV-016,500,412.2629762,300,1,0
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,11,DG-02-JV-016,500,352.8349996,320,1,0
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,11,DG-02-JV-016,500,322.8120208,340,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,12,DG-02-JV-016,500,306.6980243,360,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,12,DG-02-JV-016,500,316.7600036,330,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,13,DG-02-JV-016,500,310.066998,350,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,13,DG-02-JV-016,500,344.9279666,320,1,0
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,14,DG-02-JV-016,500,274.254024,340,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,14,DG-02-JV-016,500,322.1189976,360,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,15,DG-02-JV-016,500,283.411026,320,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,15,DG-02-JV-016,500,385.0049973,350,1,0
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,16,DG-02-JV-016,500,316.6350126,280,1,0
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,16,DG-02-JV-016,500,367.3700094,390,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,17,DG-02-JV-016,500,299.8059988,320,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,17,DG-02-JV-016,500,335.6620073,380,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,18,DG-02-JV-016,500,299.2939949,310,0,1
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,18,DG-02-JV-016,500,436.2369776,370,1,0
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Left,19,DG-02-JV-016,500,315.3420091,300,1,0
ADMIN-UCSF-,2017-04-27 15:39:07+00:00,2017-04-27 15:55:09+00:00,,Right,19,DG-02-JV-016,500,301.82302,410,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,0,DG-01-RS-020,500,344.4280028,500,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,0,DG-01-RS-020,500,169.6040034,500,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,1,DG-01-RS-020,500,275.6970525,490,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,1,DG-01-RS-020,500,374.499023,490,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,2,DG-01-RS-020,500,285.0390077,480,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,2,DG-01-RS-020,500,398.1140256,480,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,3,DG-01-RS-020,500,260.612011,460,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,3,DG-01-RS-020,500,292.5289869,460,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,4,DG-01-RS-020,500,276.481986,420,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,4,DG-01-RS-020,500,500,420,1,0
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,5,DG-01-RS-020,500,401.8399715,340,1,0
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,5,DG-01-RS-020,,,,,0
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,6,DG-01-RS-020,500,226.9640565,380,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,6,DG-01-RS-020,500,311.8050098,460,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,7,DG-01-RS-020,500,283.9260101,370,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,7,DG-01-RS-020,500,275.1120329,450,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,8,DG-01-RS-020,500,295.0260043,360,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,8,DG-01-RS-020,500,297.8810072,440,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,9,DG-01-RS-020,500,349.0009904,340,1,0
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,9,DG-01-RS-020,500,346.6280103,420,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,10,DG-01-RS-020,500,234.7490191,380,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,10,DG-01-RS-020,500,247.0539808,380,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,11,DG-01-RS-020,500,294.6459651,370,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,11,DG-01-RS-020,500,327.1430135,300,1,0
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,12,DG-01-RS-020,500,272.2949982,360,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,12,DG-01-RS-020,500,470.6940055,340,1,0
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,13,DG-01-RS-020,500,275.5519748,340,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,13,DG-01-RS-020,500,378.5229921,380,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,14,DG-01-RS-020,500,242.6699996,300,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,14,DG-01-RS-020,500,396.9589472,370,1,0
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,15,DG-01-RS-020,500,278.4240246,220,1,0
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,15,DG-01-RS-020,500,276.3670087,410,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,16,DG-01-RS-020,500,312.3109937,260,1,0
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,16,DG-01-RS-020,500,328.7090063,400,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,17,DG-01-RS-020,500,309.3050122,300,1,0
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,17,DG-01-RS-020,500,341.6050076,390,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,18,DG-01-RS-020,500,340.8489823,380,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,18,DG-01-RS-020,500,442.5619841,370,1,0
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Left,19,DG-01-RS-020,500,290.0390029,370,0,1
ADMIN-UCSF-,2017-04-27 00:06:19+00:00,2017-04-27 00:24:09+00:00,,Right,19,DG-01-RS-020,500,388.0300522,410,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,0,DG-01-ZA-021,500,500,500,0,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,0,DG-01-ZA-021,500,375.3089905,500,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,1,DG-01-ZA-021,,,,,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,1,DG-01-ZA-021,500,307.641983,490,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,2,DG-01-ZA-021,540,345.4329967,540,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,2,DG-01-ZA-021,500,326.7730474,480,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,3,DG-01-ZA-021,540,233.1809998,530,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,3,DG-01-ZA-021,500,281.7999721,460,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,4,DG-01-ZA-021,540,301.8910289,520,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,4,DG-01-ZA-021,500,315.3090477,420,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,5,DG-01-ZA-021,540,249.8619556,500,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,5,DG-01-ZA-021,500,283.6390138,340,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,6,DG-01-ZA-021,540,271.1830139,460,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,6,DG-01-ZA-021,500,286.610961,180,1,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,7,DG-01-ZA-021,540,231.128037,380,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,7,DG-01-ZA-021,500,312.4070168,220,1,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,8,DG-01-ZA-021,540,259.2740059,220,1,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,8,DG-01-ZA-021,500,273.5130191,260,1,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,9,DG-01-ZA-021,540,303.6180139,260,1,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,9,DG-01-ZA-021,500,266.7639852,340,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,10,DG-01-ZA-021,540,292.3580408,300,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,10,DG-01-ZA-021,500,269.4259882,330,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,11,DG-01-ZA-021,540,262.1429563,290,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,11,DG-01-ZA-021,500,262.9809976,320,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,12,DG-01-ZA-021,540,276.3980031,280,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,12,DG-01-ZA-021,500,263.3769512,300,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,13,DG-01-ZA-021,540,286.9640589,260,1,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,13,DG-01-ZA-021,500,261.8260384,260,1,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,14,DG-01-ZA-021,540,260.7629895,300,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,14,DG-01-ZA-021,500,263.1980181,300,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,15,DG-01-ZA-021,540,241.9400215,290,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,15,DG-01-ZA-021,500,269.4040537,290,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,16,DG-01-ZA-021,540,251.4899969,280,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,16,DG-01-ZA-021,500,286.7640257,280,1,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,17,DG-01-ZA-021,540,258.6479783,260,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,17,DG-01-ZA-021,500,335.8439803,320,1,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,18,DG-01-ZA-021,540,256.8789721,220,1,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,18,DG-01-ZA-021,500,285.450995,360,0,1
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Left,19,DG-01-ZA-021,540,51.0519743,260,1,0
ADMIN-UCSF-,2017-04-26 23:48:21+00:00,2017-04-27 00:08:11+00:00,,Right,19,DG-01-ZA-021,500,354.6929955,350,1,0
ADMIN-UCSF-,2017-04-26 17:55:42+00:00,2017-04-26 18:11:00+00:00,,Left,0,DG-03-LS-013,500,369.2880273,500,0,1
ADMIN-UCSF-,2017-04-26 17:55:42+00:00,2017-04-26 18:11:00+00:00,,Right,0,DG-03-LS-013,500,436.6840124,500,0,1
