Participant Id,Time Gameplayed Utc,Time Sent Utc,Detail,Condition,Trial Number,FPS Mean,FPS Variance,Finish Status,Session Type,OS Version,Screen Height,Screen Width,Build,Client Time Zone,Device DPI,Device Model,Device Type,Graphics Device Name,I18n,Processor Count,Processor Frequency,Runtime Platform,System Memory Size,Times Finished Game,Correct Button,Inter Time Interval,Late Response,Response Time,Response Window
ucsfww0003,2019-09-12T16:25:57.614Z,2019-09-12T16:25:57.614Z,,Right,2,56.661377,88.808075,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1200,0,484,5000
ucsfww0003,2019-09-12T16:25:57.614Z,2019-09-12T16:25:57.614Z,,Right,3,56.661377,88.808075,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,0,900,0,117,5000
ucsfww0003,2019-09-12T16:25:57.614Z,2019-09-12T16:25:57.614Z,,Right,4,56.661377,88.808075,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,0,684,5000
ucsfww0003,2019-09-12T16:25:57.614Z,2019-09-12T16:25:57.614Z,,RightThumb,0,56.661377,88.808075,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,900,0,701,5000
ucsfww0003,2019-09-12T16:25:57.614Z,2019-09-12T16:25:57.614Z,,RightThumb,1,56.661377,88.808075,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1100,0,768,5000
ucsfww0003,2019-09-12T16:25:57.614Z,2019-09-12T16:25:57.614Z,,RightThumb,2,56.661377,88.808075,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1000,0,767,5000
ucsfww0003,2019-09-12T16:25:57.614Z,2019-09-12T16:25:57.614Z,,RightThumb,3,56.661377,88.808075,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,0,1934,5000
ucsfww0003,2019-09-12T16:25:57.614Z,2019-09-12T16:25:57.614Z,,RightThumb,4,56.661377,88.808075,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1200,0,668,5000
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Left,0,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,900,0,184,775
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Left,1,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,0,1100,0,118,765
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Left,2,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,0,167,805
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Left,3,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1200,0,751,795
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Left,4,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1000,1,850,775
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Left,5,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,0,1000,0,117,815
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Left,6,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,900,1,967,895
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Left,7,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,0,668,1015
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Left,8,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1100,0,751,1005
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Left,9,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,0,1200,0,0,985
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,0,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,0,900,0,0,775
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,1,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,0,800,0,0,815
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,2,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,0,1100,0,0,895
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,3,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,0,1200,0,0,1015
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,4,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1000,1,2050,1175
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,5,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,0,667,1375
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,6,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1100,0,634,1365
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,7,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1200,0,567,1345
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,8,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1000,0,1051,1315
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,9,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,900,1,2167,1275
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,0,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1100,1,900,775
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,1,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1200,0,517,815
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,2,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,900,0,551,805
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,3,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1000,0,384,785
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,4,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,0,517,755
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,5,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1200,0,534,715
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,6,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1100,0,500,665
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,7,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1000,1,867,605
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,8,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,1,1116,645
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,9,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,900,0,251,725
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,RightThumb,0,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,0,1000,0,68,775
