Participant Id,Time Gameplayed Utc,Time Sent Utc,Detail,Condition,Trial Number,FPS Mean,FPS Variance,Finish Status,Session Type,OS Version,Screen Height,Screen Width,Build,Client Time Zone,Device DPI,Device Model,Device Type,Graphics Device Name,I18n,Processor Count,Processor Frequency,Runtime Platform,System Memory Size,Times Finished Game,Correct Button,Object Count,Point 0 RT,Point 1 RT,Point 10 RT,Point 11 RT,Point 12 RT,Point 13 RT,Point 14 RT,Point 2 RT,Point 3 RT,Point 4 RT,Point 5 RT,Point 6 RT,Point 7 RT,Point 8 RT,Point 9 RT,Response Time,Response Window,Stimulus Array Time,Tap 0 RT,Tap 1 RT,Tap 10 RT,Tap 11 RT,Tap 12 RT,Tap 13 RT,Tap 14 RT,Tap 2 RT,Tap 3 RT,Tap 4 RT,Tap 5 RT,Tap 6 RT,Tap 7 RT,Tap 8 RT,Tap 9 RT,Total Taps
ucsfww0008,2019-09-12T16:41:29.035Z,2019-09-12T16:41:29.035Z,,default,1,59.72178,22.8912,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,3,"{456, 183}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{591, 244}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3250,-1,4000,1033,2217,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2
ucsfww0008,2019-09-12T16:41:29.035Z,2019-09-12T16:41:29.035Z,,default,2,59.72178,22.8912,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,3,"{427, 315}","{249, 41}",N/A,N/A,N/A,N/A,N/A,"{49, 102}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2300,-1,4000,900,750,N/A,N/A,N/A,N/A,N/A,650,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
ucsfww0008,2019-09-12T16:41:58.593Z,2019-09-12T16:41:58.593Z,,default,0,59.69645,20.0965652,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,3,"{99, 293}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{446, 61}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1816,-1,4000,750,550,N/A,N/A,N/A,N/A,N/A,516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
ucsfww0008,2019-09-12T16:41:58.593Z,2019-09-12T16:41:58.593Z,,default,1,59.69645,20.0965652,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,3,"{456, 183}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{591, 244}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2600,-1,4000,1000,566,N/A,N/A,N/A,N/A,N/A,1034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
ucsfww0008,2019-09-12T16:41:58.593Z,2019-09-12T16:41:58.593Z,,default,2,59.69645,20.0965652,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,4,"{456, 183}","{99, 293}",N/A,N/A,N/A,N/A,N/A,"{640, 122}","{230, 224}",N/A,N/A,N/A,N/A,N/A,N/A,1434,-1,5000,934,500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2
ucsfww0008,2019-09-12T16:42:28.516Z,2019-09-12T16:42:28.516Z,,default,0,59.63558,20.3024025,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,3,"{99, 293}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{446, 61}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1100,-1,4000,1100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
ucsfww0008,2019-09-12T16:42:28.516Z,2019-09-12T16:42:28.516Z,,default,1,59.63558,20.3024025,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,3,"{456, 183}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{591, 244}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,817,-1,4000,817,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
ucsfww0008,2019-09-12T16:42:28.516Z,2019-09-12T16:42:28.516Z,,default,2,59.63558,20.3024025,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,3,"{427, 315}","{249, 41}",N/A,N/A,N/A,N/A,N/A,"{49, 102}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1666,-1,4000,983,683,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2
ucsfww0011,2019-09-12T16:25:42.085Z,2019-09-12T16:25:42.085Z,,default,0,59.153923,29.37424,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,3,"{99, 293}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{446, 61}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1584,-1,4000,617,450,N/A,N/A,N/A,N/A,N/A,517,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
ucsfww0011,2019-09-12T16:25:42.085Z,2019-09-12T16:25:42.085Z,,default,1,59.153923,29.37424,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,3,"{456, 183}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{591, 244}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1350,-1,4000,300,517,N/A,N/A,N/A,N/A,N/A,533,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
ucsfww0011,2019-09-12T16:25:42.085Z,2019-09-12T16:25:42.085Z,,default,2,59.153923,29.37424,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,4,"{456, 183}","{99, 293}",N/A,N/A,N/A,N/A,N/A,"{640, 122}","{230, 224}",N/A,N/A,N/A,N/A,N/A,N/A,2500,-1,5000,650,650,N/A,N/A,N/A,N/A,N/A,616,584,N/A,N/A,N/A,N/A,N/A,N/A,4
