,Time Gameplayed Utc,participantTaskId,Participant Id,Finish Status,Times Finished Game,Session Type,OS Version,Screen Height,Screen Width,Client Time Zone,Graphics Device Name,Processor Frequency,Runtime Platform,I18n,Processor Count,System Memory Size,Build,Device DPI,Device Model,Device Type,Trial Cue,Trial Response,Response Window,Trial Number,FPS Mean,FPS Variance,Condition,Trial Correct,RG Color Deficiency,Time Sent Utc,Detail,Finger Used
35,2023-11-29T22:47:46.1110000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,12,12,-1,0,47.99495,321.687,DEFAULT,1,N/A,2023-11-29T22:47:46.1110000Z,N/A,N/A
36,2023-11-29T22:47:46.1110000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,29,29,-1,1,43.507225,199.961945,DEFAULT,1,N/A,2023-11-29T22:47:46.1110000Z,N/A,N/A
37,2023-11-29T22:47:46.1110000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,3,3,-1,2,45.56557,281.536621,DEFAULT,1,N/A,2023-11-29T22:47:46.1110000Z,N/A,N/A
38,2023-11-29T22:47:46.1110000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,5,5,-1,3,43.947052,311.11026,DEFAULT,1,N/A,2023-11-29T22:47:46.1110000Z,N/A,N/A
39,2023-11-29T22:47:46.1110000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,-1,-1,-1,4,47.9063873,304.991364,DEFAULT,1,N/A,2023-11-29T22:47:46.1110000Z,N/A,N/A
40,2023-11-29T22:47:46.1110000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,42,42,-1,5,45.34203,268.660522,DEFAULT,1,N/A,2023-11-29T22:47:46.1110000Z,N/A,N/A
41,2023-11-29T22:47:46.1110000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,6,6,-1,6,43.5795746,229.930573,DEFAULT,1,N/A,2023-11-29T22:47:46.1110000Z,N/A,N/A
42,2023-11-29T22:46:55.8200000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_8,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.27,0,Safari 16.5,3,12,12,-1,0,60.82166,1778.36023,DEFAULT,1,N/A,2023-11-29T22:46:55.8200000Z,N/A,N/A
43,2023-11-29T22:46:55.8200000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_8,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.27,0,Safari 16.5,3,-1,49,-1,1,58.1927,1756.455,DEFAULT,0,N/A,2023-11-29T22:46:55.8200000Z,N/A,N/A
44,2023-11-29T22:46:55.8200000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_8,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.27,0,Safari 16.5,3,5,5,-1,2,56.94276,1705.98816,DEFAULT,1,N/A,2023-11-29T22:46:55.8200000Z,N/A,N/A
