,participantID,SessionID,age,handedness,build,languageI18n,clientTimeZone,deviceModel,deviceType,osVersion,fpsMean,fpsVariance,screenHeight,screenWidth,deviceDPI,graphicsDeviceName,processorCount,processorFrequency,runtimePlatform,systemMemorySize,timeUserCreated,modulesMapDialogueStage,modulesPlayed,moduleScores,timesFinishedGame
0,aceTest_Trip_08292023,N/A,24,Right,1.22.28,English,"Hora est. Pac?fico, Sudam?rica",System Product Name (System manufacturer),3,Windows 10  (10.0.0) 64bit,N/A,N/A,N/A,N/A,N/A,NVIDIA GeForce RTX 3060 Ti,12,3500,7,32676,2023-08-29T21:47:21.000000Z,2,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Boxed', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpan', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialCueing', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Filter', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'ColorPicking', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'FlankerArrow', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'ADP', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SAATSustained', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SAAT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TNT', 'playCount': 1, 'lastPlaySession': 0}]","[{'score': 39890.0, 'gameName': 'BRT', 'highScore': 39890.0}, {'score': -850.0, 'gameName': 'ADP', 'highScore': -850.0}, {'score': -700.0, 'gameName': 'Boxed', 'highScore': -700.0}, {'score': -13000.0, 'gameName': 'ColorPicking', 'highScore': -13000.0}, {'score': -1030.0, 'gameName': 'Filter', 'highScore': -1030.0}, {'score': -5980.0, 'gameName': 'FlankerArrow', 'highScore': -5980.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': -22240.0, 'gameName': 'SAATSustained', 'highScore': -22240.0}, {'score': 39080.0, 'gameName': 'SAAT', 'highScore': 39080.0}, {'score': -4050.0, 'gameName': 'SpatialCueing', 'highScore': -4050.0}, {'score': -16500.0, 'gameName': 'Stroop', 'highScore': -16500.0}, {'score': 1420.0, 'gameName': 'SpatialSpan', 'highScore': 1420.0}, {'score': 1420.0, 'gameName': 'SpatialSpanReverse', 'highScore': 1420.0}, {'score': -4900.0, 'gameName': 'TaskSwitch2', 'highScore': -4900.0}, {'score': 450.0, 'gameName': 'TNT', 'highScore': 450.0}]",1
