,Time Gameplayed Utc,participantTaskId,Participant Id,Finish Status,Times Finished Game,Session Type,OS Version,Screen Height,Screen Width,Client Time Zone,Graphics Device Name,Processor Frequency,Runtime Platform,I18n,Processor Count,System Memory Size,Build,Device DPI,Device Model,Device Type,Response Window,Trial Number,FPS Mean,FPS Variance,Condition,Correct Button,Object Count,Response Time,Stimulus Array Time,Total Taps,Point 0 RT,Tap 0 RT,Point 1 RT,Tap 1 RT,Point 2 RT,Tap 2 RT,Point 3 RT,Tap 3 RT,Point 4 RT,Tap 4 RT,Point 5 RT,Tap 5 RT,Point 6 RT,Tap 6 RT,Point 7 RT,Tap 7 RT,Point 8 RT,Tap 8 RT,Point 9 RT,Tap 9 RT,Point 10 RT,Tap 10 RT,Point 11 RT,Tap 11 RT,Point 12 RT,Tap 12 RT,Point 13 RT,Tap 13 RT,Point 14 RT,Tap 14 RT,Time Sent Utc,Detail,Finger Used
84,2023-11-29T22:49:51.4800000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,8000,0,46.720768,334.540527,DEFAULT,1,3,2083,4000,3,"{99, 293}",1100,"{230, 224}",383,"{446, 61}",600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2023-11-29T22:49:51.4800000Z,N/A,N/A
85,2023-11-29T22:49:51.4800000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,8000,1,46.9568024,324.094055,DEFAULT,1,3,2033,4000,3,"{456, 183}",633,"{230, 224}",584,"{591, 244}",816,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2023-11-29T22:49:51.4800000Z,N/A,N/A
86,2023-11-29T22:49:51.4800000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,9000,2,47.0433731,321.1733,DEFAULT,1,4,3850,5000,4,"{456, 183}",583,"{99, 293}",1284,"{640, 122}",1033,"{230, 224}",950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2023-11-29T22:49:51.4800000Z,N/A,N/A
87,2023-11-29T22:49:51.4800000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,9000,3,47.1298027,329.511627,DEFAULT,1,4,2767,5000,4,"{249, 41}",617,"{640, 122}",650,"{99, 293}",933,"{49, 102}",567,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2023-11-29T22:49:51.4800000Z,N/A,N/A
88,2023-11-29T22:49:51.4800000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,10000,4,47.2376556,386.615021,DEFAULT,1,5,3317,6000,5,"{99, 293}",817,"{427, 315}",700,"{591, 244}",483,"{230, 224}",667,"{249, 41}",650,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2023-11-29T22:49:51.4800000Z,N/A,N/A
89,2023-11-29T22:49:51.4800000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,10000,5,47.2258224,361.527222,DEFAULT,1,5,3050,6000,5,"{640, 122}",900,"{230, 224}",666,"{99, 293}",500,"{456, 183}",534,"{446, 61}",450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2023-11-29T22:49:51.4800000Z,N/A,N/A
90,2023-11-29T22:49:51.4800000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,11000,6,48.0953331,399.382355,DEFAULT,1,6,3433,7000,6,"{446, 61}",533,"{49, 102}",700,"{456, 183}",667,"{230, 224}",516,"{427, 315}",384,"{249, 41}",633,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2023-11-29T22:49:51.4800000Z,N/A,N/A
91,2023-11-29T22:49:51.4800000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,11000,7,47.9301338,418.7057,DEFAULT,1,6,4400,7000,6,"{249, 41}",1283,"{446, 61}",583,"{640, 122}",784,"{49, 102}",650,"{99, 293}",450,"{427, 315}",650,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2023-11-29T22:49:51.4800000Z,N/A,N/A
92,2023-11-29T22:49:51.4800000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,12000,8,47.446312,370.163635,DEFAULT,1,7,4017,8000,7,"{49, 102}",834,"{249, 41}",516,"{230, 224}",400,"{99, 293}",551,"{591, 244}",733,"{456, 183}",433,"{446, 61}",550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2023-11-29T22:49:51.4800000Z,N/A,N/A
93,2023-11-29T22:49:51.4800000Z,0ee16dab-8856-4515-98f8-0e446e23d1e4,WPI1_9,Successful,0,Real,Mac OS X 10_15_7,1170,2396,Eastern Standard Time,"ANGLE (Intel Inc., Intel Iris OpenGL Engine, OpenGL 4.1)",0,17,30,1,256,1.22.27,0,Chrome 119,3,12000,9,47.3070755,359.965668,DEFAULT,1,7,4133,8000,7,"{456, 183}",600,"{591, 244}",550,"{99, 293}",666,"{230, 224}",584,"{49, 102}",466,"{427, 315}",534,"{640, 122}",733,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2023-11-29T22:49:51.4800000Z,N/A,N/A
