Participant ID,Created At,Updated At,, O S Version,Age,App Id,Build,Client Time Zone,Client Time Zone Offset,Device Model,Device Type,Games Map Dialog Stage,Games Play Count,Games Scores,Gender,Graphics Device Name,Handedness,I18n,Install Mode,Processor Count,Processor Frequency,Runtime Platform,Section,System Memory Size,Times Finished Game
Ucsfww0028,2019-09-11T22:17:04.000Z,2019-09-12T18:19:38.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":55100,""score"":55100},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":32460,""score"":32460},{""gameName"":""TNT"",""highScore"":123510,""score"":123510},{""gameName"":""SpatialSpan"",""highScore"":1000,""score"":1000},{""gameName"":""SpatialSpanReverse"",""highScore"":0,""score"":0},{""gameName"":""SAAT"",""highScore"":8740,""score"":8740},{""gameName"":""SpatialCueing"",""highScore"":21700,""score"":21700}]",MALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,1
Ucsfww0029,2019-09-11T22:03:47.000Z,2019-09-12T18:26:31.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":43450,""score"":43450},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":13640,""score"":13640},{""gameName"":""TNT"",""highScore"":128320,""score"":128320},{""gameName"":""SpatialSpan"",""highScore"":1000,""score"":1000},{""gameName"":""SpatialSpanReverse"",""highScore"":1000,""score"":1000},{""gameName"":""SAAT"",""highScore"":17140,""score"":17140},{""gameName"":""SpatialCueing"",""highScore"":26300,""score"":26300}]",FEMALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,1
Ucsfww0030,2019-09-11T22:05:46.000Z,2019-09-12T18:26:28.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,1,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":-1,""playCount"":0},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":60420,""score"":60420},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":14190,""score"":14190},{""gameName"":""TNT"",""highScore"":134890,""score"":134890},{""gameName"":""SpatialSpan"",""highScore"":3000,""score"":3000},{""gameName"":""SpatialSpanReverse"",""highScore"":4000,""score"":4000},{""gameName"":""SAAT"",""highScore"":34080,""score"":34080}]",FEMALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,0
Ucsfww0031,2019-09-12T17:23:53.000Z,2019-09-12T18:22:24.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,7",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":23480,""score"":23480},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":1810,""score"":1810},{""gameName"":""TNT"",""highScore"":100680,""score"":100680},{""gameName"":""SpatialSpan"",""highScore"":0,""score"":0},{""gameName"":""SpatialSpanReverse"",""highScore"":1000,""score"":1000},{""gameName"":""SAAT"",""highScore"":2610,""score"":2610},{""gameName"":""SpatialCueing"",""highScore"":27830,""score"":27830}]",MALE,Apple A7 GPU,LEFT,English,Store,2,0,IPhonePlayer,None,970,1
Ucsfww0032,2019-09-11T22:08:03.000Z,2019-09-12T18:27:43.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,1,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":-1,""playCount"":0},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":28270,""score"":28270},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":-2950,""score"":-2950},{""gameName"":""TNT"",""highScore"":139850,""score"":139850},{""gameName"":""SpatialSpan"",""highScore"":3000,""score"":3000},{""gameName"":""SpatialSpanReverse"",""highScore"":1000,""score"":1000},{""gameName"":""SAAT"",""highScore"":13770,""score"":13770}]",MALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,0
Ucsfww0033,2019-09-11T22:10:43.000Z,2019-09-12T18:21:35.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":31800,""score"":31800},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":-1000,""score"":-1000},{""gameName"":""TNT"",""highScore"":163690,""score"":163690},{""gameName"":""SpatialSpan"",""highScore"":1000,""score"":1000},{""gameName"":""SpatialSpanReverse"",""highScore"":1000,""score"":1000},{""gameName"":""SAAT"",""highScore"":19190,""score"":19190},{""gameName"":""SpatialCueing"",""highScore"":38050,""score"":38050}]",FEMALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,1
Ucsfww0034,2019-09-11T22:14:30.000Z,2019-09-12T18:26:07.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,7",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":52520,""score"":52520},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":1160,""score"":1160},{""gameName"":""TNT"",""highScore"":114630,""score"":114630},{""gameName"":""SpatialSpan"",""highScore"":4000,""score"":4000},{""gameName"":""SpatialSpanReverse"",""highScore"":0,""score"":0},{""gameName"":""SAAT"",""highScore"":11400,""score"":11400},{""gameName"":""SpatialCueing"",""highScore"":39470,""score"":39470}]",MALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,970,1
Ucsfww0036,2019-09-11T22:12:16.000Z,2019-09-12T18:23:44.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad5,1",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":33300,""score"":33300},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":7380,""score"":7380},{""gameName"":""TNT"",""highScore"":129950,""score"":129950},{""gameName"":""SpatialSpan"",""highScore"":3000,""score"":3000},{""gameName"":""SpatialSpanReverse"",""highScore"":1000,""score"":1000},{""gameName"":""SAAT"",""highScore"":13940,""score"":13940},{""gameName"":""SpatialCueing"",""highScore"":27800,""score"":27800}]",FEMALE,Apple A8 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,1988,1
Ucsfww0038,2019-09-11T22:02:35.000Z,2019-09-12T18:23:16.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,7",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":48000,""score"":48000},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":10100,""score"":10100},{""gameName"":""TNT"",""highScore"":61400,""score"":61400},{""gameName"":""SpatialSpan"",""highScore"":3000,""score"":3000},{""gameName"":""SpatialSpanReverse"",""highScore"":3000,""score"":3000},{""gameName"":""SAAT"",""highScore"":5580,""score"":5580},{""gameName"":""SpatialCueing"",""highScore"":23390,""score"":23390}]",FEMALE,Apple A7 GPU,LEFT,English,Store,2,0,IPhonePlayer,None,970,1
Ucsfww0040,2019-09-11T22:04:43.000Z,2019-09-12T18:26:17.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,1,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":-1,""playCount"":0},{""gameName"":""SpatialCueing"",""lastPlaySession"":-1,""playCount"":0},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":40570,""score"":40570},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":-990,""score"":-990},{""gameName"":""TNT"",""highScore"":174070,""score"":174070},{""gameName"":""SpatialSpan"",""highScore"":1000,""score"":1000},{""gameName"":""SpatialSpanReverse"",""highScore"":0,""score"":0}]",MALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,0
Ucsfww0041,2019-09-11T22:06:51.000Z,2019-09-12T18:12:15.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,1,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":-1,""playCount"":0},{""gameName"":""SpatialSpan"",""lastPlaySession"":-1,""playCount"":0},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":-1,""playCount"":0},{""gameName"":""SpatialCueing"",""lastPlaySession"":-1,""playCount"":0},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":-1,""playCount"":0}]","[{""gameName"":""BRT"",""highScore"":42890,""score"":42890},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":6890,""score"":6890}]",FEMALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,0
Ucsfww0045,2019-09-11T22:09:14.000Z,2019-09-12T18:24:38.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":41820,""score"":41820},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":7340,""score"":7340},{""gameName"":""TNT"",""highScore"":98670,""score"":98670},{""gameName"":""SpatialSpan"",""highScore"":2000,""score"":2000},{""gameName"":""SpatialSpanReverse"",""highScore"":2000,""score"":2000},{""gameName"":""SAAT"",""highScore"":7770,""score"":7770},{""gameName"":""SpatialCueing"",""highScore"":33090,""score"":33090}]",MALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,2
Ucsfww0046,2019-09-11T22:13:07.000Z,2019-09-12T18:26:08.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad5,1",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":49420,""score"":49420},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":-2100,""score"":-2100},{""gameName"":""TNT"",""highScore"":167640,""score"":167640},{""gameName"":""SpatialSpan"",""highScore"":2000,""score"":2000},{""gameName"":""SpatialSpanReverse"",""highScore"":2000,""score"":2000},{""gameName"":""SAAT"",""highScore"":22220,""score"":22220},{""gameName"":""SpatialCueing"",""highScore"":32840,""score"":32840}]",FEMALE,Apple A8 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,1988,1
Ucsfww0048,2019-09-12T17:28:37.000Z,2019-09-12T18:27:54.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,7",Handheld,1,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":-1,""playCount"":0},{""gameName"":""SpatialCueing"",""lastPlaySession"":-1,""playCount"":0},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":43320,""score"":43320},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":36590,""score"":36590},{""gameName"":""TNT"",""highScore"":150630,""score"":150630},{""gameName"":""SpatialSpan"",""highScore"":0,""score"":0},{""gameName"":""SpatialSpanReverse"",""highScore"":2000,""score"":2000}]",FEMALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,970,0
Ucsfww0050,2019-09-11T22:29:38.000Z,2019-09-12T18:28:34.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,1,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":-1,""playCount"":0},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":47420,""score"":47420},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":43130,""score"":43130},{""gameName"":""TNT"",""highScore"":108070,""score"":108070},{""gameName"":""SpatialSpan"",""highScore"":2000,""score"":2000},{""gameName"":""SpatialSpanReverse"",""highScore"":1000,""score"":1000},{""gameName"":""SAAT"",""highScore"":7430,""score"":7430}]",FEMALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,0
ucsfww0052,2019-09-12T17:32:04.000Z,2019-09-12T18:38:15.000Z,,iOS 12.4.1,8,ACE Explorer,1.11.23,PST,-7,"iPad4,7",Handheld,0,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":41190,""score"":41190},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":13190,""score"":13190},{""gameName"":""TNT"",""highScore"":108390,""score"":108390},{""gameName"":""SpatialSpan"",""highScore"":2000,""score"":2000},{""gameName"":""SpatialSpanReverse"",""highScore"":1000,""score"":1000},{""gameName"":""SAAT"",""highScore"":20020,""score"":20020},{""gameName"":""SpatialCueing"",""highScore"":36260,""score"":36260}]",FEMALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,970,1
Ucsfww0054,2019-09-12T17:29:30.000Z,2019-09-12T18:20:24.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,7",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":58180,""score"":58180},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":11400,""score"":11400},{""gameName"":""TNT"",""highScore"":146780,""score"":146780},{""gameName"":""SpatialSpan"",""highScore"":3000,""score"":3000},{""gameName"":""SpatialSpanReverse"",""highScore"":4000,""score"":4000},{""gameName"":""SAAT"",""highScore"":10230,""score"":10230},{""gameName"":""SpatialCueing"",""highScore"":27390,""score"":27390}]",MALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,970,1
Ucsfww0055,2019-09-11T22:28:22.000Z,2019-09-12T18:26:20.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":21330,""score"":21330},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":460,""score"":460},{""gameName"":""TNT"",""highScore"":192750,""score"":192750},{""gameName"":""SpatialSpan"",""highScore"":1000,""score"":1000},{""gameName"":""SpatialSpanReverse"",""highScore"":1000,""score"":1000},{""gameName"":""SAAT"",""highScore"":17780,""score"":17780},{""gameName"":""SpatialCueing"",""highScore"":41260,""score"":41260}]",MALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,2
Ucsfww0057,2019-09-11T22:27:25.000Z,2019-09-12T18:24:28.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":55180,""score"":55180},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":18170,""score"":18170},{""gameName"":""TNT"",""highScore"":138180,""score"":138180},{""gameName"":""SpatialSpan"",""highScore"":4000,""score"":4000},{""gameName"":""SpatialSpanReverse"",""highScore"":3000,""score"":3000},{""gameName"":""SAAT"",""highScore"":29390,""score"":29390},{""gameName"":""SpatialCueing"",""highScore"":69880,""score"":69880}]",MALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,2
Ucsfww0060,2019-09-12T17:30:33.000Z,2019-09-12T18:22:42.000Z,,iOS 12.4.1,7,ACE Explorer,1.11.23,PST,-7,"iPad4,4",Handheld,2,"[{""gameName"":""BRT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""TNT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpan"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""FlankerArrow"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""WTNumber"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SAAT"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialCueing"",""lastPlaySession"":0,""playCount"":1},{""gameName"":""SpatialSpanReverse"",""lastPlaySession"":0,""playCount"":1}]","[{""gameName"":""BRT"",""highScore"":38560,""score"":38560},{""gameName"":""WTNumber"",""highScore"":3500,""score"":3500},{""gameName"":""FlankerArrow"",""highScore"":30920,""score"":30920},{""gameName"":""TNT"",""highScore"":148840,""score"":148840},{""gameName"":""SpatialSpan"",""highScore"":1000,""score"":1000},{""gameName"":""SpatialSpanReverse"",""highScore"":2000,""score"":2000},{""gameName"":""SAAT"",""highScore"":19080,""score"":19080},{""gameName"":""SpatialCueing"",""highScore"":48770,""score"":48770}]",FEMALE,Apple A7 GPU,RIGHT,English,Store,2,0,IPhonePlayer,None,972,1
