Participant Id,Time Gameplayed Utc,Time Sent Utc,Detail,Condition,Trial Number,FPS Mean,FPS Variance,Finish Status,Session Type,Finger Used,OS Version,Screen Height,Screen Width,Build,Client Time Zone,Device DPI,Device Model,Device Type,Graphics Device Name,I18n,Processor Count,Processor Frequency,Runtime Platform,System Memory Size,Times Finished Game,Blue Distractors,Button Pressed,Correct Button,Cue Rotated,Degree Of Change,Difficulty Level,Late Response,Original Orientation,Red Rectangles,Response Time,Response Window
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B2,1,119.361984,90.30008,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,2,Same,1,0,0,Medium,0,0,2,616,1173
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B2,2,119.36068,90.29531,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,2,Different,1,1,0.7853982,Hard,0,0.87266463,2,1100,1163
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B2,3,119.347023,90.26212,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,2,Different,1,1,0.7853982,Hard,0,1.91986215,2,566,1143
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B2,4,119.344986,90.08199,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,2,Different,0,0,0,Hard,0,0,2,733,1113
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B2,5,119.356384,90.1015244,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,2,Different,1,1,0.7853982,Hard,0,2.40855432,2,950,1153
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B2,6,119.383057,90.220314,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,2,Different,1,1,0.7853982,Hard,0,1.727876,2,866,1143
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B2,7,119.391914,90.2725449,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,2,Same,1,0,0,Hard,0,0,2,533,1123
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B2,8,119.393547,90.26584,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,2,Different,1,1,0.7853982,Hard,0,1.22173047,2,850,1093
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B2,9,119.408035,90.3016739,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,2,Different,1,1,0.7853982,Hard,0,2.42600775,2,783,1053
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B2,10,119.404526,90.30198,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,2,Different,0,0,0,Hard,0,0,2,633,1003
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B2,11,119.414871,90.4090347,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,2,Different,0,0,0,Medium,0,0,2,533,1043
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,0,119.413452,90.4994049,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Different,1,1,0.7853982,Medium,0,1.88495553,2,617,1133
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,1,119.415581,90.5203,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Different,1,1,0.7853982,Hard,0,0.9599311,2,601,1123
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,2,119.417015,90.47761,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Different,0,0,0,Hard,0,0,2,851,1103
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,3,119.425774,90.48644,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Same,1,0,0,Hard,0,0,2,534,1143
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,4,119.426651,90.597,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Different,1,1,0.7853982,Hard,0,1.22173047,2,1067,1133
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,5,119.446617,90.56445,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Different,1,1,0.7853982,Hard,0,0.9773844,2,683,1113
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,6,119.448616,90.6839447,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Different,0,0,0,Hard,0,0,2,667,1083
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,7,119.449753,90.65575,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Different,1,1,0.7853982,Hard,0,1.58824956,2,700,1123
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,8,119.453156,90.55454,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Different,1,1,0.7853982,Hard,0,0.610865235,2,916,1113
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,9,119.457932,90.54604,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Same,1,0,0,Hard,0,0,2,767,1093
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,10,119.470352,90.64792,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Different,0,0,0,Hard,0,0,2,633,1063
nsinternal_ag,2020-05-20T00:33:50.391Z,2020-05-20T00:33:50.391Z,,R2B4,11,119.489227,90.72055,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,4,Different,0,0,0,Medium,1,0,2,1216,1103
