Participant Id,Time Gameplayed Utc,Time Sent Utc,Detail,Condition,Trial Number,FPS Mean,FPS Variance,Finish Status,Session Type,OS Version,Screen Height,Screen Width,Build,Client Time Zone,Device DPI,Device Model,Device Type,Graphics Device Name,I18n,Processor Count,Processor Frequency,Runtime Platform,System Memory Size,Times Finished Game,Correct Button,Displayed Cue,First Button,Flanking Cue,Late Response,Response Time,Response Window,Second Button,Trial Type
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,2,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,B,YES,B,0,434,1045,NO,CONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,3,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,1,1916,1075,YES,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,4,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,B,NO,B,1,0,1085,NO,CONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,5,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,YES,B,1,1200,1115,NO,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,6,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,1001,1195,YES,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,7,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,A,0,1017,1315,YES,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,8,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,B,YES,B,0,451,1165,NO,CONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,9,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,634,1285,YES,CONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,10,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,YES,B,1,1783,1305,NO,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,11,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,A,0,484,1345,YES,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,12,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,684,1275,YES,CONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,13,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,484,1255,YES,CONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,14,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,1134,1335,YES,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,15,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,YES,A,1,1233,1225,NO,CONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,16,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,534,1375,YES,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,17,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,B,YES,A,0,650,1455,NO,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,18,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,568,1575,YES,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,19,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,A,1,1500,1265,YES,CONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,20,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,A,YES,A,0,751,1345,NO,CONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,21,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,B,YES,A,0,734,1735,NO,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,22,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,B,YES,A,0,1184,1935,NO,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,23,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,A,0,918,1335,YES,CONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,24,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,YES,A,1,1466,1375,NO,CONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,25,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,A,0,484,2175,YES,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,26,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,B,YES,A,0,1167,2165,NO,INCONGRUENT
ucsfww0007,2019-09-12T16:29:03.086Z,2019-09-12T16:29:03.086Z,,default,27,57.6264038,64.52007,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,YES,A,1,2400,1455,NO,CONGRUENT
ucsfww0008,2019-09-12T16:29:28.147Z,2019-09-12T16:29:28.147Z,,default,0,59.3271828,23.7720165,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,A,YES,A,0,2084,5000,NO,CONGRUENT
ucsfww0008,2019-09-12T16:29:28.147Z,2019-09-12T16:29:28.147Z,,default,1,59.3271828,23.7720165,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,834,5000,YES,CONGRUENT
ucsfww0008,2019-09-12T16:29:28.147Z,2019-09-12T16:29:28.147Z,,default,2,59.3271828,23.7720165,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,867,5000,YES,CONGRUENT
ucsfww0008,2019-09-12T16:29:28.147Z,2019-09-12T16:29:28.147Z,,default,3,59.3271828,23.7720165,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,A,0,2251,5000,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:29:28.147Z,2019-09-12T16:29:28.147Z,,default,4,59.3271828,23.7720165,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,1317,5000,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:29:28.147Z,2019-09-12T16:29:28.147Z,,default,5,59.3271828,23.7720165,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,384,5000,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:29:46.813Z,2019-09-12T16:29:46.813Z,,default,0,59.2474747,25.0511322,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,A,YES,A,0,1484,5000,NO,CONGRUENT
ucsfww0008,2019-09-12T16:29:46.813Z,2019-09-12T16:29:46.813Z,,default,1,59.2474747,25.0511322,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,401,5000,YES,CONGRUENT
ucsfww0008,2019-09-12T16:29:46.813Z,2019-09-12T16:29:46.813Z,,default,2,59.2474747,25.0511322,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,917,5000,YES,CONGRUENT
ucsfww0008,2019-09-12T16:29:46.813Z,2019-09-12T16:29:46.813Z,,default,3,59.2474747,25.0511322,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,A,0,1235,5000,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:29:46.813Z,2019-09-12T16:29:46.813Z,,default,4,59.2474747,25.0511322,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,A,YES,B,0,850,5000,NO,INCONGRUENT
ucsfww0008,2019-09-12T16:29:46.813Z,2019-09-12T16:29:46.813Z,,default,5,59.2474747,25.0511322,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,A,YES,B,0,601,5000,NO,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,0,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,YES,A,1,1117,999,NO,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,1,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,1,1033,999,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,2,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,600,1039,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,3,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,A,0,484,1119,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,4,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,651,1039,YES,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,5,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,A,0,317,1109,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,6,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,468,1089,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,7,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,317,1029,YES,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,8,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,YES,A,1,1050,1009,NO,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,9,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,284,1129,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,10,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,267,1049,YES,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,11,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,367,1039,YES,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,12,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,434,1209,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,13,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,535,1019,YES,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,14,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,484,989,YES,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,15,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,B,0,434,949,YES,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,16,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,350,1329,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,17,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,B,0,784,1489,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,18,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,B,YES,A,0,617,1689,NO,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,19,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,A,1,900,899,YES,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,20,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,A,0,1267,1929,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,21,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,B,YES,A,0,834,1919,NO,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,22,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,A,YES,A,0,901,939,NO,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,23,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,NO,A,1,934,929,YES,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,24,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,A,YES,A,0,917,969,NO,CONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,25,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,B,YES,A,0,951,1959,NO,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,26,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,B,NO,A,0,834,2039,YES,INCONGRUENT
ucsfww0008,2019-09-12T16:30:04.282Z,2019-09-12T16:30:04.282Z,,default,27,59.21535,25.6417179,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,A,YES,A,1,1150,959,NO,CONGRUENT
