Participant Id,Time Gameplayed Utc,Time Sent Utc,Detail,Condition,Trial Number,FPS Mean,FPS Variance,Finish Status,Session Type,Finger Used,OS Version,Screen Height,Screen Width,Build,Client Time Zone,Device DPI,Device Model,Device Type,Graphics Device Name,I18n,Processor Count,Processor Frequency,Runtime Platform,System Memory Size,Times Finished Game,Correct Button,Object Count,Point 0 RT,Point 1 RT,Point 10 RT,Point 11 RT,Point 12 RT,Point 13 RT,Point 14 RT,Point 2 RT,Point 3 RT,Point 4 RT,Point 5 RT,Point 6 RT,Point 7 RT,Point 8 RT,Point 9 RT,Response Time,Response Window,Stimulus Array Time,Tap 0 RT,Tap 1 RT,Tap 10 RT,Tap 11 RT,Tap 12 RT,Tap 13 RT,Tap 14 RT,Tap 2 RT,Tap 3 RT,Tap 4 RT,Tap 5 RT,Tap 6 RT,Tap 7 RT,Tap 8 RT,Tap 9 RT,Total Taps
nsinternal_ag,2020-05-20T00:17:51.350Z,2020-05-20T00:17:51.350Z,,default,10,119.711105,97.60988,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,1,5,"{99, 293}","{427, 315}",N/A,N/A,N/A,N/A,N/A,"{591, 244}","{230, 224}","{249, 41}",N/A,N/A,N/A,N/A,N/A,5033,10000,6000,1233,867,N/A,N/A,N/A,N/A,N/A,1133,850,950,N/A,N/A,N/A,N/A,N/A,5
nsinternal_ag,2020-05-20T00:17:51.350Z,2020-05-20T00:17:51.350Z,,default,11,119.7302,97.15471,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,0,5,"{640, 122}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{99, 293}","{456, 183}","{446, 61}",N/A,N/A,N/A,N/A,N/A,683,10000,6000,683,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
nsinternal_ag,2020-05-20T00:17:51.350Z,2020-05-20T00:17:51.350Z,,default,12,119.736549,96.42687,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,0,5,"{249, 41}","{446, 61}",N/A,N/A,N/A,N/A,N/A,"{640, 122}","{427, 315}","{230, 224}",N/A,N/A,N/A,N/A,N/A,700,10000,6000,700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
nsinternal_ag,2020-05-20T00:17:51.350Z,2020-05-20T00:17:51.350Z,,default,13,119.751144,95.953476,Successful,Real,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,0,5,"{230, 224}","{640, 122}",N/A,N/A,N/A,N/A,N/A,"{456, 183}","{591, 244}","{249, 41}",N/A,N/A,N/A,N/A,N/A,3400,10000,6000,800,900,N/A,N/A,N/A,N/A,N/A,1700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
nsinternal_ag,2020-05-20T00:17:12.207Z,2020-05-20T00:17:12.207Z,,default,0,119.370621,96.56419,Successful,StartingWindow,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,1,3,"{99, 293}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{446, 61}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,8517,-1,4000,5616,1817,N/A,N/A,N/A,N/A,N/A,1084,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
nsinternal_ag,2020-05-20T00:17:12.207Z,2020-05-20T00:17:12.207Z,,default,1,119.395073,97.31456,Successful,StartingWindow,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,0,3,"{456, 183}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{591, 244}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1233,-1,4000,1233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
nsinternal_ag,2020-05-20T00:17:12.207Z,2020-05-20T00:17:12.207Z,,default,2,119.515015,98.9565048,Successful,StartingWindow,N/A,Mac OS X 10_15_4,799,1198,1.16.35,PST,0,Safari 13.1,Desktop,Intel(R) UHD Graphics 630,English,1,0,WebGLPlayer,256,0,1,3,"{427, 315}","{249, 41}",N/A,N/A,N/A,N/A,N/A,"{49, 102}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3050,-1,4000,1333,834,N/A,N/A,N/A,N/A,N/A,883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
nsinternal_am,2020-05-25T23:10:43.310Z,2020-05-25T23:10:43.310Z,,default,0,117.6918,88.4215851,Successful,StartingWindow,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,3,"{99, 293}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{446, 61}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2933,-1,4000,1133,700,N/A,N/A,N/A,N/A,N/A,1100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
nsinternal_am,2020-05-25T23:10:43.310Z,2020-05-25T23:10:43.310Z,,default,1,117.698257,81.97952,Successful,StartingWindow,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,3,"{456, 183}","{230, 224}",N/A,N/A,N/A,N/A,N/A,"{591, 244}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2951,-1,4000,1301,883,N/A,N/A,N/A,N/A,N/A,767,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3
nsinternal_am,2020-05-25T23:10:43.310Z,2020-05-25T23:10:43.310Z,,default,2,118.362793,102.0797,Successful,StartingWindow,N/A,Mac OS X 10_13_6,511,1024,1.16.36,PST,0,Safari 12.1,Desktop,Intel Iris Pro OpenGL Engine,English,1,0,WebGLPlayer,256,0,1,4,"{456, 183}","{99, 293}",N/A,N/A,N/A,N/A,N/A,"{640, 122}","{230, 224}",N/A,N/A,N/A,N/A,N/A,N/A,3717,-1,5000,984,966,N/A,N/A,N/A,N/A,N/A,900,867,N/A,N/A,N/A,N/A,N/A,N/A,4
